time_sec,time_nsec,timestamp,DATA0
956387.0,0.30887175,1570623.0,1.0
956387.0,0.30917025,1570624.0,1.0
956387.0,0.30949044,1570624.0,1.0
956387.0,0.30982828,1570624.0,1.0
956387.0,0.31013966,1570625.0,1.0
956387.0,0.3105235,1570625.0,1.0
956387.0,0.31070685,1570625.0,1.0
956387.0,0.3108952,1570625.0,1.0
956387.0,0.31110883,1570625.0,1.0
956387.0,0.3112805,1570625.0,1.0
956387.0,0.3114109,1570625.0,1.0
956387.0,0.3115387,1570625.0,1.0
956387.0,0.31170702,1570626.0,1.0
956387.0,0.31185818,1570626.0,1.0
956387.0,0.3120258,1570626.0,1.0
956387.0,0.31220174,1570626.0,1.0
956387.0,0.3123846,1570626.0,1.0
956387.0,0.3125186,1570626.0,1.0
956387.0,0.31266475,1570626.0,1.0
956387.0,0.31282425,1570626.0,1.0
956387.0,0.31301022,1570626.0,1.0
956387.0,0.3131566,1570626.0,1.0
956387.0,0.31329632,1570626.0,1.0
956387.0,0.3134122,1570626.0,1.0
956387.0,0.31352067,1570626.0,1.0
956387.0,0.31360412,1570626.0,1.0
956387.0,0.313699,1570627.0,1.0
956387.0,0.31380367,1570627.0,1.0
956387.0,0.31392765,1570627.0,1.0
956387.0,0.31403017,1570627.0,1.0
956387.0,0.3141365,1570627.0,1.0
956387.0,0.31424546,1570627.0,1.0
956387.0,0.31434703,1570628.0,1.0
956387.0,0.31446433,1570628.0,1.0
956387.0,0.31457305,1570628.0,1.0
956387.0,0.31473708,1570629.0,1.0
956387.0,0.31487036,1570629.0,1.0
956387.0,0.31504273,1570629.0,1.0
956387.0,0.3151543,1570629.0,1.0
956387.0,0.31536245,1570629.0,1.0
956387.0,0.31551123,1570629.0,1.0
956387.0,0.31567502,1570629.0,1.0
956387.0,0.3158257,1570629.0,1.0
956387.0,0.3159516,1570629.0,1.0
956387.0,0.31604195,1570629.0,1.0
956387.0,0.31614518,1570629.0,1.0
956387.0,0.31634283,1570630.0,1.0
956387.0,0.31651807,1570630.0,1.0
956387.0,0.31672812,1570630.0,1.0
956387.0,0.3169396,1570630.0,1.0
956387.0,0.31713533,1570630.0,1.0
956387.0,0.31746554,1570630.0,1.0
956387.0,0.31766105,1570630.0,1.0
956387.0,0.3178413,1570630.0,1.0
956387.0,0.31805205,1570630.0,1.0
956387.0,0.31823325,1570630.0,1.0
956387.0,0.31837392,1570630.0,1.0
956387.0,0.31849885,1570630.0,1.0
956387.0,0.3186102,1570630.0,1.0
956387.0,0.31873083,1570631.0,1.0
956387.0,0.3190732,1570631.0,1.0
956387.0,0.3192358,1570631.0,1.0
956387.0,0.31949472,1570631.0,1.0
956387.0,0.31962752,1570632.0,1.0
956387.0,0.3197465,1570632.0,1.0
956387.0,0.3199153,1570632.0,1.0
956387.0,0.3200755,1570633.0,1.0
956387.0,0.3202858,1570633.0,1.0
956387.0,0.3203752,1570633.0,1.0
956387.0,0.32045722,1570633.0,1.0
956387.0,0.32053566,1570633.0,1.0
956387.0,0.32061887,1570633.0,1.0
956387.0,0.32070446,1570633.0,1.0
956387.0,0.32084227,1570633.0,1.0
956387.0,0.32098722,1570633.0,1.0
956387.0,0.32112265,1570633.0,1.0
956387.0,0.32126737,1570633.0,1.0
956387.0,0.3214264,1570633.0,1.0
956387.0,0.32174516,1570633.0,1.0
956387.0,0.32193542,1570634.0,1.0
956387.0,0.32207894,1570634.0,1.0
956387.0,0.3223641,1570634.0,1.0
956387.0,0.32251263,1570634.0,1.0
956387.0,0.32267427,1570634.0,1.0
956387.0,0.32284355,1570634.0,1.0
956387.0,0.3229866,1570634.0,1.0
956387.0,0.32314587,1570634.0,1.0
956387.0,0.32328796,1570634.0,1.0
956387.0,0.32342696,1570634.0,1.0
956387.0,0.3235178,1570634.0,1.0
956387.0,0.32363153,1570635.0,1.0
956387.0,0.32378268,1570635.0,1.0
956387.0,0.32391763,1570635.0,1.0
956387.0,0.3240006,1570636.0,1.0
956387.0,0.32413268,1570636.0,1.0
956387.0,0.32426953,1570636.0,1.0
956387.0,0.32436872,1570636.0,1.0
956387.0,0.32446122,1570636.0,1.0
956387.0,0.32455015,1570636.0,1.0
956387.0,0.32467985,1570637.0,1.0
956387.0,0.32481623,1570637.0,1.0
956387.0,0.32491326,1570637.0,1.0
956387.0,0.32505655,1570637.0,1.0
956387.0,0.32517815,1570637.0,1.0
956387.0,0.32533145,1570637.0,1.0
956387.0,0.32547092,1570637.0,1.0
956387.0,0.325778,1570637.0,1.0
956387.0,0.32590413,1570637.0,1.0
956387.0,0.32601166,1570637.0,1.0
956387.0,0.32612443,1570637.0,1.0
956387.0,0.32624316,1570637.0,1.0
956387.0,0.32633758,1570637.0,1.0
956387.0,0.3264563,1570638.0,1.0
956387.0,0.3265345,1570638.0,1.0
956387.0,0.32666826,1570638.0,1.0
956387.0,0.32676482,1570638.0,1.0
956387.0,0.326921,1570638.0,1.0
956387.0,0.32706904,1570638.0,1.0
956387.0,0.32722116,1570638.0,1.0
956387.0,0.32742763,1570638.0,1.0
956387.0,0.32754087,1570638.0,1.0
956387.0,0.3276198,1570639.0,1.0
956387.0,0.32769942,1570639.0,1.0
956387.0,0.32782412,1570639.0,1.0
956387.0,0.32811952,1570640.0,1.0
956387.0,0.32832026,1570640.0,1.0
956387.0,0.32847714,1570640.0,1.0
956387.0,0.32861137,1570640.0,1.0
956387.0,0.3287604,1570640.0,1.0
956387.0,0.32890677,1570640.0,1.0
956387.0,0.32901597,1570640.0,1.0
956387.0,0.32911253,1570640.0,1.0
956387.0,0.32922554,1570641.0,1.0
956387.0,0.32931972,1570641.0,1.0
956387.0,0.32943463,1570641.0,1.0
956387.0,0.329566,1570641.0,1.0
956387.0,0.32969022,1570641.0,1.0
956387.0,0.32980847,1570641.0,1.0
956387.0,0.32996082,1570641.0,1.0
956387.0,0.3300953,1570641.0,1.0
956387.0,0.33026385,1570641.0,1.0
956387.0,0.33041883,1570641.0,1.0
956387.0,0.33053136,1570641.0,1.0
956387.0,0.33074546,1570641.0,1.0
956387.0,0.33090115,1570641.0,1.0
956387.0,0.33105183,1570642.0,1.0
956387.0,0.33117414,1570642.0,1.0
956387.0,0.331295,1570642.0,1.0
956387.0,0.33141637,1570642.0,1.0
956387.0,0.33150172,1570642.0,1.0
956387.0,0.331671,1570642.0,1.0
956387.0,0.33185434,1570642.0,1.0
956387.0,0.3320086,1570643.0,1.0
956387.0,0.33217072,1570643.0,1.0
956387.0,0.3322885,1570643.0,1.0
956387.0,0.33242655,1570644.0,1.0
956387.0,0.33268118,1570644.0,1.0
956387.0,0.3328433,1570644.0,1.0
956387.0,0.33317113,1570644.0,1.0
956387.0,0.3333025,1570644.0,1.0
956387.0,0.33376956,1570644.0,1.0
956387.0,0.3339715,1570644.0,1.0
